action,month,day,hour,count,sum,avg,std,step
PAYMENT,0,22,23,288,778363.98,2702.65,73.91,551
DEBIT,0,22,23,38,141409.61,3721.31,436.86,551
TRANSFER,0,22,23,41,56345357.59,1374277.01,330398.99,551
CASH_OUT,0,22,23,55,55778187.19,1014148.86,258623.29,551
CASH_IN,0,23,0,286,50666746.78,177156.46,5744.67,552
PAYMENT,0,23,0,606,2916252.22,4812.30,100.63,552
DEBIT,0,23,0,80,276384.37,3454.80,388.63,552
TRANSFER,0,23,0,56,31259864.39,558211.86,215706.22,552
CASH_OUT,0,23,0,49,30098878.81,614262.83,246006.17,552
TRANSFER,0,23,1,6,25235015.16,4205835.86,894754.64,553
CASH_OUT,0,23,1,6,25235015.16,4205835.86,894754.64,553
TRANSFER,0,23,2,8,44224685.55,5528085.69,955339.38,554
CASH_OUT,0,23,2,8,44224685.55,5528085.69,955339.38,554
CASH_IN,0,23,3,1,104318.11,104318.11,0.00,555
PAYMENT,0,23,3,3,11765.02,3921.67,432.69,555
DEBIT,0,23,3,2,19062.44,9531.22,5905.88,555
TRANSFER,0,23,3,11,47697710.91,4336155.54,617466.87,555
CASH_OUT,0,23,3,11,47697710.91,4336155.54,617466.87,555
TRANSFER,0,23,4,6,27067628.70,4511271.45,771715.14,556
CASH_OUT,0,23,4,6,27067628.70,4511271.45,771715.14,556
TRANSFER,0,23,5,10,42674822.07,4267482.21,969335.18,557
CASH_OUT,0,23,5,9,42674802.07,4741644.67,934359.43,557
TRANSFER,0,23,6,8,30118685.49,3764835.69,200058.28,558
CASH_OUT,0,23,6,8,30118685.49,3764835.69,200058.28,558
TRANSFER,0,23,7,13,78159865.04,6012297.31,1042577.72,559
CASH_OUT,0,23,7,13,78159865.04,6012297.31,1042577.72,559
TRANSFER,0,23,8,9,37074578.57,4119397.62,631500.67,560
CASH_OUT,0,23,8,9,37074578.57,4119397.62,631500.67,560
TRANSFER,0,23,9,10,43749966.89,4374996.69,809212.17,561
CASH_OUT,0,23,9,10,43749966.89,4374996.69,809212.17,561
TRANSFER,0,23,10,12,60304415.80,5025367.98,955292.19,562
CASH_OUT,0,23,10,12,60304415.80,5025367.98,955292.19,562
PAYMENT,0,23,11,1,6481.94,6481.94,0.00,563
DEBIT,0,23,11,1,4698.01,4698.01,0.00,563
TRANSFER,0,23,11,11,70194919.09,6381356.28,1403973.48,563
CASH_OUT,0,23,11,11,70194919.09,6381356.28,1403973.48,563
TRANSFER,0,23,12,7,33857309.42,4836758.49,700174.61,564
CASH_OUT,0,23,12,7,33857309.42,4836758.49,700174.61,564
CASH_IN,0,23,13,1109,170944551.85,154142.97,2503.81,565
PAYMENT,0,23,13,654,6338625.54,9692.09,194.77,565
DEBIT,0,23,13,172,770687.04,4480.74,258.60,565
TRANSFER,0,23,13,214,134215049.37,627173.13,79930.27,565
CASH_OUT,0,23,13,989,189722669.87,191832.83,17975.02,565
TRANSFER,0,23,14,9,46925188.04,5213909.78,1638254.41,566
CASH_OUT,0,23,14,9,46925188.04,5213909.78,1638254.41,566
CASH_IN,0,23,15,1181,191445115.98,162104.25,2530.76,567
PAYMENT,0,23,15,803,5652100.98,7038.73,128.31,567
DEBIT,0,23,15,173,611829.36,3536.59,236.50,567
TRANSFER,0,23,15,218,88707556.85,406915.40,51567.24,567
CASH_OUT,0,23,15,1010,178367636.90,176601.62,11577.18,567
TRANSFER,0,23,16,11,59930489.02,5448226.27,1004125.22,568
CASH_OUT,0,23,16,11,59930489.02,5448226.27,1004125.22,568
TRANSFER,0,23,17,10,31943415.79,3194341.58,316918.55,569
CASH_OUT,0,23,17,10,31943415.79,3194341.58,316918.55,569
TRANSFER,0,23,18,8,31353107.52,3919138.44,658581.54,570
CASH_OUT,0,23,18,8,31353107.52,3919138.44,658581.54,570
CASH_IN,0,23,19,1088,148183655.75,136198.21,2321.62,571
PAYMENT,0,23,19,685,3005282.76,4387.27,82.70,571
DEBIT,0,23,19,183,703492.11,3844.22,258.76,571
TRANSFER,0,23,19,225,141429214.10,628574.28,76910.92,571
CASH_OUT,0,23,19,1112,165822369.58,149120.84,16196.15,571
TRANSFER,0,23,20,10,56113417.99,5611341.80,940434.80,572
CASH_OUT,0,23,20,10,56113417.99,5611341.80,940434.80,572
CASH_IN,0,23,21,873,103612354.02,118685.40,2277.42,573
PAYMENT,0,23,21,1008,5869572.57,5822.99,90.32,573
DEBIT,0,23,21,168,703199.86,4185.71,269.25,573
TRANSFER,0,23,21,175,93298294.30,533133.11,116753.30,573
CASH_OUT,0,23,21,519,111026276.78,213923.46,40392.95,573
CASH_IN,0,23,22,550,78160382.50,142109.79,3511.54,574
PAYMENT,0,23,22,870,4915006.50,5649.43,94.39,574
DEBIT,0,23,22,96,420936.56,4384.76,350.06,574
TRANSFER,0,23,22,150,99589698.94,663931.33,139631.03,574
CASH_OUT,0,23,22,249,90322346.87,362740.35,86466.77,574
TRANSFER,0,23,23,10,48002758.49,4800275.85,709960.19,575
CASH_OUT,0,23,23,10,48002758.49,4800275.85,709960.19,575
CASH_IN,0,24,0,152,15359490.52,101049.28,5350.17,576
PAYMENT,0,24,0,291,1096755.45,3768.92,114.84,576
DEBIT,0,24,0,44,154006.79,3500.15,455.74,576
TRANSFER,0,24,0,31,48051456.77,1550046.99,407880.48,576
CASH_OUT,0,24,0,25,48234559.10,1929382.36,477445.80,576
CASH_IN,0,24,1,25,3161225.56,126449.02,16439.63,577
PAYMENT,0,24,1,50,122168.12,2443.36,162.33,577
DEBIT,0,24,1,9,34273.17,3808.13,930.15,577
TRANSFER,0,24,1,7,27131494.85,3875927.84,1102242.32,577
CASH_OUT,0,24,1,11,27545180.29,2504107.30,894208.03,577
PAYMENT,0,24,2,5,7903.35,1580.67,331.75,578
DEBIT,0,24,2,4,21105.18,5276.30,1635.49,578
TRANSFER,0,24,2,9,28458245.04,3162027.23,551133.34,578
CASH_OUT,0,24,2,8,28310565.51,3538820.69,433725.92,578
TRANSFER,0,24,3,6,20963238.71,3493873.12,699068.13,579
CASH_OUT,0,24,3,6,20963238.71,3493873.12,699068.13,579
DEBIT,0,24,4,1,6951.18,6951.18,0.00,580
TRANSFER,0,24,4,11,54241457.92,4931041.63,789657.32,580
CASH_OUT,0,24,4,11,54241457.92,4931041.63,789657.32,580
TRANSFER,0,24,5,12,46894539.09,3907878.26,624060.61,581
CASH_OUT,0,24,5,11,46894489.09,4263135.37,551944.23,581
CASH_IN,0,24,6,157,32155057.40,204809.28,8028.75,582
PAYMENT,0,24,6,282,1534342.07,5440.93,166.68,582
DEBIT,0,24,6,29,127595.48,4399.84,469.17,582
TRANSFER,0,24,6,32,55010561.71,1719080.05,356580.68,582
CASH_OUT,0,24,6,22,54715540.02,2487070.00,427975.20,582
TRANSFER,0,24,7,6,25662677.43,4277112.91,1200080.60,583
CASH_OUT,0,24,7,6,25662677.43,4277112.91,1200080.60,583
TRANSFER,0,24,8,6,39227090.67,6537848.45,1817586.04,584
CASH_OUT,0,24,8,6,39227090.67,6537848.45,1817586.04,584
CASH_IN,0,24,9,161,26893059.53,167037.64,6981.43,585
PAYMENT,0,24,9,131,681464.71,5202.02,224.03,585
DEBIT,0,24,9,15,89544.91,5969.66,886.98,585
TRANSFER,0,24,9,34,52811187.53,1553270.22,408941.63,585
CASH_OUT,0,24,9,119,60951744.06,512199.53,129391.18,585
TRANSFER,0,24,10,8,42376935.71,5297116.96,604275.67,586
CASH_OUT,0,24,10,8,42376935.71,5297116.96,604275.67,586
TRANSFER,0,24,11,12,49541937.47,4128494.79,695955.72,587
CASH_OUT,0,24,11,11,49541737.47,4503794.32,632571.84,587
TRANSFER,0,24,12,12,50723461.33,4226955.11,584061.59,588
CASH_OUT,0,24,12,13,50724461.33,3901881.64,633341.18,588
TRANSFER,0,24,13,17,78761487.88,4633028.70,536006.89,589
CASH_OUT,0,24,13,17,78761487.88,4633028.70,536006.89,589
CASH_IN,0,24,14,1496,228756077.22,152911.82,2115.02,590
PAYMENT,0,24,14,1015,8517113.18,8391.24,143.41,590
DEBIT,0,24,14,257,953974.15,3711.96,192.66,590
TRANSFER,0,24,14,298,166755383.07,559581.82,42155.16,590
CASH_OUT,0,24,14,1386,215495826.76,155480.39,9268.31,590
TRANSFER,0,24,15,11,66025384.51,6002307.68,1072077.82,591
CASH_OUT,0,24,15,11,66025384.51,6002307.68,1072077.82,591
CASH_IN,0,24,16,1592,225796940.97,141832.25,1987.38,592
PAYMENT,0,24,16,627,4462124.78,7116.63,144.53,592
DEBIT,0,24,16,280,1148774.81,4102.77,197.38,592
TRANSFER,0,24,16,213,176220790.44,827327.65,118062.64,592
CASH_OUT,0,24,16,1681,264458183.01,157321.94,15552.83,592
TRANSFER,0,24,17,6,31227254.17,5204542.36,1818691.95,593
CASH_OUT,0,24,17,6,31227254.17,5204542.36,1818691.95,593
CASH_IN,0,24,18,193,26766218.33,138685.07,5781.47,594
PAYMENT,0,24,18,50,281263.87,5625.28,380.57,594
DEBIT,0,24,18,34,186917.79,5497.58,663.14,594
TRANSFER,0,24,18,34,33744181.12,992475.92,262386.02,594
CASH_OUT,0,24,18,202,50268558.16,248854.25,49077.57,594
TRANSFER,0,24,19,10,50410477.65,5041047.77,906167.74,595
CASH_OUT,0,24,19,10,50410477.65,5041047.77,906167.74,595
CASH_IN,0,24,20,2168,257653204.68,118843.73,1481.53,596
PAYMENT,0,24,20,1997,9736189.58,4875.41,54.30,596
DEBIT,0,24,20,376,1334729.33,3549.81,163.25,596
TRANSFER,0,24,20,441,115109269.28,261018.75,30289.33,596
CASH_OUT,0,24,20,1661,200537333.55,120732.89,8196.88,596
CASH_IN,0,24,21,580,64773107.98,111677.77,2703.21,597
PAYMENT,0,24,21,600,2288294.12,3813.82,75.14,597
DEBIT,0,24,21,99,401074.92,4051.26,317.25,597
TRANSFER,0,24,21,113,64773008.35,573212.46,152317.35,597
CASH_OUT,0,24,21,338,77093048.72,228085.94,52096.91,597
CASH_IN,0,24,22,218,32777600.84,150355.97,5624.28,598
PAYMENT,0,24,22,315,1320342.23,4191.56,116.22,598
DEBIT,0,24,22,33,114587.12,3472.34,540.00,598
TRANSFER,0,24,22,40,57864764.16,1446619.10,467194.47,598
CASH_OUT,0,24,22,104,64098257.84,616329.40,188468.05,598
CASH_IN,0,24,23,397,50024886.59,126007.27,3521.37,599
PAYMENT,0,24,23,680,2397247.42,3525.36,63.61,599
DEBIT,0,24,23,88,307043.36,3489.13,363.45,599
TRANSFER,0,24,23,84,56112436.43,668005.20,236880.73,599
CASH_OUT,0,24,23,125,59848275.05,478786.20,160413.89,599
TRANSFER,0,25,0,12,60000479.90,5000039.99,1108362.78,600
CASH_OUT,0,25,0,12,60000479.90,5000039.99,1108362.78,600
CASH_IN,0,25,1,136,30999369.27,227936.54,10268.44,601
PAYMENT,0,25,1,281,738955.43,2629.73,72.58,601
DEBIT,0,25,1,62,180071.38,2904.38,250.04,601
TRANSFER,0,25,1,36,67273778.28,1868716.06,608017.16,601
CASH_OUT,0,25,1,41,67402084.76,1643953.29,540677.99,601
TRANSFER,0,25,2,7,26130835.45,3732976.49,322855.42,602
CASH_OUT,0,25,2,7,26130835.45,3732976.49,322855.42,602
TRANSFER,0,25,3,12,56729238.19,4727436.52,800515.15,603
CASH_OUT,0,25,3,12,56729238.19,4727436.52,800515.15,603
TRANSFER,0,25,4,8,34654201.77,4331775.22,428987.09,604
CASH_OUT,0,25,4,8,34654201.77,4331775.22,428987.09,604
TRANSFER,0,25,5,11,48567059.49,4415187.23,886045.03,605
CASH_OUT,0,25,5,10,48567049.49,4856704.95,839344.33,605
TRANSFER,0,25,6,4,19380518.61,4845129.65,2165662.98,606
CASH_OUT,0,25,6,4,19380518.61,4845129.65,2165662.98,606
TRANSFER,0,25,7,10,48553326.24,4855332.62,813268.46,607
CASH_OUT,0,25,7,10,48553326.24,4855332.62,813268.46,607
CASH_IN,0,25,8,258,38347403.58,148633.35,5289.96,608
PAYMENT,0,25,8,254,1114600.72,4388.19,121.83,608
DEBIT,0,25,8,43,196205.10,4562.91,534.46,608
TRANSFER,0,25,8,63,64954441.95,1031022.89,227281.79,608
CASH_OUT,0,25,8,172,71877451.72,417892.16,89694.42,608
TRANSFER,0,25,9,10,51061414.99,5106141.50,628065.07,609
CASH_OUT,0,25,9,10,51061414.99,5106141.50,628065.07,609
CASH_IN,0,25,10,293,36695162.73,125239.46,4090.78,610
PAYMENT,0,25,10,227,693764.15,3056.23,107.29,610
DEBIT,0,25,10,45,165766.70,3683.70,463.82,610
TRANSFER,0,25,10,51,51981815.77,1019251.29,271566.80,610
CASH_OUT,0,25,10,250,75599973.13,302399.89,59264.34,610
TRANSFER,0,25,11,8,28024419.30,3503052.41,577958.93,611
CASH_OUT,0,25,11,7,28024409.30,4003487.04,255138.30,611
CASH_IN,0,25,12,656,88388552.49,134738.65,3007.94,612
PAYMENT,0,25,12,490,3611062.94,7369.52,175.70,612
DEBIT,0,25,12,111,425659.41,3834.77,314.35,612
TRANSFER,0,25,12,137,95421243.51,696505.43,144086.63,612
CASH_OUT,0,25,12,620,131182970.35,211585.44,33189.86,612
TRANSFER,0,25,13,8,42297761.02,5287220.13,646571.75,613
CASH_OUT,0,25,13,8,42297761.02,5287220.13,646571.75,613
CASH_IN,0,25,14,314,42507932.23,135375.58,4445.05,614
PAYMENT,0,25,14,195,977556.86,5013.11,178.78,614
DEBIT,0,25,14,41,259944.12,6340.10,744.48,614
TRANSFER,0,25,14,49,26293957.47,536611.38,193640.45,614
CASH_OUT,0,25,14,236,44265566.31,187565.96,41303.86,614
TRANSFER,0,25,15,10,43986350.35,4398635.03,855207.25,615
CASH_OUT,0,25,15,10,43986350.35,4398635.03,855207.25,615
TRANSFER,0,25,16,8,41432297.21,5179037.15,790920.79,616
CASH_OUT,0,25,16,8,41432297.21,5179037.15,790920.79,616
CASH_IN,0,25,17,642,110050318.38,171417.94,3967.68,617
PAYMENT,0,25,17,472,5267372.05,11159.69,285.46,617
DEBIT,0,25,17,85,372156.00,4378.31,421.31,617
TRANSFER,0,25,17,121,101788742.36,841229.28,178947.44,617
CASH_OUT,0,25,17,595,141400252.71,237647.48,38257.67,617
TRANSFER,0,25,18,7,27898110.59,3985444.37,832497.46,618
CASH_OUT,0,25,18,7,27898110.59,3985444.37,832497.46,618
CASH_IN,0,25,19,686,78063695.43,113795.47,2538.47,619
PAYMENT,0,25,19,518,2318475.82,4475.82,99.66,619
DEBIT,0,25,19,121,484355.58,4002.94,321.88,619
TRANSFER,0,25,19,120,70593708.28,588280.90,115719.52,619
CASH_OUT,0,25,19,754,114739195.48,152174.00,19379.16,619
TRANSFER,0,25,20,5,22742762.40,4548552.48,425027.14,620
CASH_OUT,0,25,20,5,22742762.40,4548552.48,425027.14,620
CASH_IN,0,25,21,249,25222044.01,101293.35,4014.98,621
PAYMENT,0,25,21,241,819323.78,3399.68,121.17,621
DEBIT,0,25,21,37,168489.59,4553.77,544.74,621
TRANSFER,0,25,21,50,67808928.62,1356178.57,369117.60,621
CASH_OUT,0,25,21,218,81987862.81,376091.11,90944.78,621
TRANSFER,0,25,22,17,73835386.69,4343258.04,455848.61,622
CASH_OUT,0,25,22,17,73835386.69,4343258.04,455848.61,622
TRANSFER,0,25,23,7,39610161.96,5658594.57,1701842.01,623
CASH_OUT,0,25,23,7,39610161.96,5658594.57,1701842.01,623
TRANSFER,0,26,0,7,39539757.91,5648536.84,1315616.25,624
CASH_OUT,0,26,0,7,39539757.91,5648536.84,1315616.25,624
TRANSFER,0,26,1,9,33298340.34,3699815.59,414356.59,625
CASH_OUT,0,26,1,9,33298340.34,3699815.59,414356.59,625
TRANSFER,0,26,2,14,56636864.35,4045490.31,553861.94,626
CASH_OUT,0,26,2,14,56636864.35,4045490.31,553861.94,626
TRANSFER,0,26,3,7,41002693.49,5857527.64,1617194.76,627
CASH_OUT,0,26,3,7,41002693.49,5857527.64,1617194.76,627
TRANSFER,0,26,4,12,49650688.11,4137557.34,673456.73,628
CASH_OUT,0,26,4,11,49650678.11,4513698.01,601691.13,628
TRANSFER,0,26,5,10,50500548.91,5050054.89,738316.75,629
CASH_OUT,0,26,5,10,50500548.91,5050054.89,738316.75,629
CASH_IN,0,26,6,1,179381.93,179381.93,0.00,630
PAYMENT,0,26,6,5,17149.09,3429.82,511.74,630
DEBIT,0,26,6,2,12742.71,6371.36,7672.99,630
TRANSFER,0,26,6,7,20326573.75,2903796.25,697410.74,630
CASH_OUT,0,26,6,7,20326573.75,2903796.25,697410.74,630
TRANSFER,0,26,7,9,48703117.88,5411457.54,1320363.16,631
CASH_OUT,0,26,7,9,48703117.88,5411457.54,1320363.16,631
TRANSFER,0,26,8,15,60981098.33,4065406.56,497856.44,632
CASH_OUT,0,26,8,15,60981098.33,4065406.56,497856.44,632
TRANSFER,0,26,9,9,34362237.44,3818026.38,564849.51,633
CASH_OUT,0,26,9,9,34362237.44,3818026.38,564849.51,633
TRANSFER,0,26,10,13,56211980.64,4323998.51,944254.34,634
CASH_OUT,0,26,10,13,56211980.64,4323998.51,944254.34,634
TRANSFER,0,26,11,6,40257475.49,6709579.25,3707313.44,635
CASH_OUT,0,26,11,6,40257475.49,6709579.25,3707313.44,635
TRANSFER,0,26,12,7,29393282.34,4199040.33,786052.19,636
CASH_OUT,0,26,12,7,29393282.34,4199040.33,786052.19,636
CASH_IN,0,26,13,903,129056940.14,142920.20,2772.58,637
PAYMENT,0,26,13,676,10601022.48,15681.99,334.06,637
DEBIT,0,26,13,144,541213.93,3758.43,280.32,637
TRANSFER,0,26,13,204,153291354.28,751428.21,126014.86,637
CASH_OUT,0,26,13,726,206420755.45,284326.11,36837.67,637
TRANSFER,0,26,14,8,27465159.90,3433144.99,626568.20,638
CASH_OUT,0,26,14,8,27465159.90,3433144.99,626568.20,638
TRANSFER,0,26,15,10,40374664.76,4037466.48,500651.06,639
CASH_OUT,0,26,15,10,40374664.76,4037466.48,500651.06,639
CASH_IN,0,26,16,356,55663425.30,156357.94,4463.91,640
PAYMENT,0,26,16,162,470996.17,2907.38,114.69,640
DEBIT,0,26,16,50,234223.95,4684.48,598.73,640
TRANSFER,0,26,16,47,35865140.96,763088.11,185270.13,640
CASH_OUT,0,26,16,392,66561919.89,169800.82,23729.31,640
TRANSFER,0,26,17,8,36511008.76,4563876.09,831463.97,641
CASH_OUT,0,26,17,8,36511008.76,4563876.09,831463.97,641
CASH_IN,0,26,18,285,38573498.91,135345.61,4559.30,642
PAYMENT,0,26,18,211,758336.38,3594.01,117.44,642
DEBIT,0,26,18,37,137178.40,3707.52,468.97,642
TRANSFER,0,26,18,47,46064571.41,980097.26,326483.06,642
CASH_OUT,0,26,18,260,64648230.62,248647.04,61788.05,642
TRANSFER,0,26,19,8,39730881.44,4966360.18,860823.37,643
CASH_OUT,0,26,19,8,39730881.44,4966360.18,860823.37,643
CASH_IN,0,26,20,596,73160715.36,122752.88,2841.44,644
PAYMENT,0,26,20,484,3190280.87,6591.49,157.52,644
DEBIT,0,26,20,98,351266.18,3584.35,373.97,644
TRANSFER,0,26,20,81,50098604.77,618501.29,157239.08,644
CASH_OUT,0,26,20,489,92038244.53,188217.27,27261.75,644
TRANSFER,0,26,21,12,48707998.25,4058999.85,766093.13,645
CASH_OUT,0,26,21,12,48707998.25,4058999.85,766093.13,645
TRANSFER,0,26,22,11,50889432.22,4626312.02,853432.03,646
CASH_OUT,0,26,22,11,50889432.22,4626312.02,853432.03,646
TRANSFER,0,26,23,10,40152579.88,4015257.99,843325.96,647
CASH_OUT,0,26,23,10,40152579.88,4015257.99,843325.96,647
TRANSFER,0,27,0,1,4709212.85,4709212.85,0.00,648
CASH_OUT,0,27,0,1,4709212.85,4709212.85,0.00,648
CASH_IN,0,27,1,10,1965852.67,196585.27,37492.46,649
PAYMENT,0,27,1,16,40018.23,2501.14,341.94,649
DEBIT,0,27,1,10,29243.14,2924.31,760.15,649
TRANSFER,0,27,1,5,15825860.65,3165172.13,1489274.54,649
CASH_OUT,0,27,1,3,15604649.47,5201549.82,1046954.90,649
TRANSFER,0,27,2,11,43001897.94,3909263.45,920329.86,650
CASH_OUT,0,27,2,10,43001887.94,4300188.79,915505.77,650
TRANSFER,0,27,3,11,54400650.93,4945513.72,765505.27,651
CASH_OUT,0,27,3,11,54400650.93,4945513.72,765505.27,651
TRANSFER,0,27,4,7,36934941.57,5276420.22,1038520.27,652
CASH_OUT,0,27,4,7,36934941.57,5276420.22,1038520.27,652
TRANSFER,0,27,5,17,111099772.77,6535280.75,975877.40,653
CASH_OUT,0,27,5,17,111099772.77,6535280.75,975877.40,653
TRANSFER,0,27,6,12,41923371.86,3493614.32,508021.73,654
CASH_OUT,0,27,6,11,41923351.86,3811213.81,423245.20,654
TRANSFER,0,27,7,9,43840017.01,4871113.00,680735.94,655
CASH_OUT,0,27,7,9,43840017.01,4871113.00,680735.94,655
CASH_IN,0,27,8,454,58720991.33,129341.39,3607.59,656
PAYMENT,0,27,8,566,1844575.76,3258.97,62.59,656
DEBIT,0,27,8,78,311854.70,3998.14,408.61,656
TRANSFER,0,27,8,132,42560934.23,322431.32,75226.14,656
CASH_OUT,0,27,8,245,49294976.67,201203.99,41071.86,656
TRANSFER,0,27,9,12,45125871.63,3760489.30,508971.60,657
CASH_OUT,0,27,9,12,45125871.63,3760489.30,508971.60,657
TRANSFER,0,27,10,16,92823524.14,5801470.26,688468.21,658
CASH_OUT,0,27,10,16,92823524.14,5801470.26,688468.21,658
CASH_IN,0,27,11,709,106353087.82,150004.36,3222.60,659
PAYMENT,0,27,11,376,2096411.25,5575.56,140.68,659
DEBIT,0,27,11,93,446712.47,4803.36,395.05,659
TRANSFER,0,27,11,117,252600016.15,2158974.50,135251.12,659
CASH_OUT,0,27,11,570,118165746.72,207308.33,27326.11,659
TRANSFER,0,27,12,9,32043470.28,3560385.59,904986.27,660
CASH_OUT,0,27,12,9,32043470.28,3560385.59,904986.27,660
CASH_IN,0,27,13,1301,205850679.10,158224.96,2456.40,661
PAYMENT,0,27,13,840,5972124.29,7109.67,126.09,661
DEBIT,0,27,13,198,1359166.03,6864.47,317.57,661
TRANSFER,0,27,13,253,128925364.28,509586.42,64252.23,661
CASH_OUT,0,27,13,1208,225076630.28,186321.71,13974.26,661
TRANSFER,0,27,14,6,35960404.17,5993400.70,1954225.81,662
CASH_OUT,0,27,14,6,35960404.17,5993400.70,1954225.81,662
TRANSFER,0,27,15,9,34724783.95,3858309.33,681098.84,663
CASH_OUT,0,27,15,9,34724783.95,3858309.33,681098.84,663
CASH_IN,0,27,16,296,52044880.64,175827.30,5712.75,664
PAYMENT,0,27,16,156,1334020.07,8551.41,379.40,664
DEBIT,0,27,16,39,153295.60,3930.66,636.19,664
TRANSFER,0,27,16,47,51774756.62,1101590.57,200267.47,664
CASH_OUT,0,27,16,246,55422549.24,225294.92,42164.53,664
TRANSFER,0,27,17,10,42873249.84,4287324.98,558006.66,665
CASH_OUT,0,27,17,10,42873249.84,4287324.98,558006.66,665
TRANSFER,0,27,18,5,16100857.89,3220171.58,242616.19,666
CASH_OUT,0,27,18,5,16100857.89,3220171.58,242616.19,666
CASH_IN,0,27,19,369,48975457.83,132724.82,3857.25,667
PAYMENT,0,27,19,190,865000.72,4552.64,162.47,667
DEBIT,0,27,19,48,181874.00,3789.04,552.22,667
TRANSFER,0,27,19,64,55352847.62,864888.24,219545.82,667
CASH_OUT,0,27,19,342,74148636.43,216808.88,43817.59,667
TRANSFER,0,27,20,6,19826695.60,3304449.27,291876.95,668
CASH_OUT,0,27,20,6,19826695.60,3304449.27,291876.95,668
CASH_IN,0,27,21,20,3175235.71,158761.79,15863.22,669
PAYMENT,0,27,21,20,80475.74,4023.79,542.93,669
DEBIT,0,27,21,10,52010.58,5201.06,1451.87,669
TRANSFER,0,27,21,9,30811576.91,3423508.55,558679.53,669
CASH_OUT,0,27,21,14,31298334.04,2235595.29,573235.81,669
CASH_IN,0,27,22,396,42123538.52,106372.57,3255.57,670
PAYMENT,0,27,22,646,2671969.56,4136.18,79.82,670
DEBIT,0,27,22,88,346434.41,3936.75,369.23,670
TRANSFER,0,27,22,70,49145282.82,702075.47,179309.91,670
CASH_OUT,0,27,22,163,53481530.91,328107.55,80224.44,670
TRANSFER,0,27,23,4,10904042.62,2726010.66,619655.28,671
CASH_OUT,0,27,23,4,10904042.62,2726010.66,619655.28,671
PAYMENT,0,28,0,4,9364.69,2341.17,1105.71,672
DEBIT,0,28,0,3,29826.01,9942.00,4917.15,672
TRANSFER,0,28,0,11,56540758.81,5140068.98,530097.12,672
CASH_OUT,0,28,0,11,56540758.81,5140068.98,530097.12,672
CASH_IN,0,28,1,29,3609075.26,124450.87,13577.07,673
PAYMENT,0,28,1,41,162895.77,3973.07,264.03,673
DEBIT,0,28,1,14,75073.47,5362.39,1119.96,673
TRANSFER,0,28,1,16,59098196.33,3693637.27,830607.77,673
CASH_OUT,0,28,1,17,58305628.81,3429742.87,822450.70,673
TRANSFER,0,28,2,13,57202146.78,4400165.14,564490.62,674
CASH_OUT,0,28,2,13,57202146.78,4400165.14,564490.62,674
TRANSFER,0,28,3,9,39692088.58,4410232.06,848698.36,675
CASH_OUT,0,28,3,9,39692088.58,4410232.06,848698.36,675
TRANSFER,0,28,4,10,52763941.48,5276394.15,1150636.61,676
CASH_OUT,0,28,4,10,52763941.48,5276394.15,1150636.61,676
TRANSFER,0,28,5,6,25189649.50,4198274.92,438698.31,677
CASH_OUT,0,28,5,6,25189649.50,4198274.92,438698.31,677
TRANSFER,0,28,6,11,43325637.29,3938694.30,773898.65,678
CASH_OUT,0,28,6,11,43325637.29,3938694.30,773898.65,678
CASH_IN,0,28,7,1,74166.38,74166.38,0.00,679
PAYMENT,0,28,7,2,5709.43,2854.71,2282.66,679
DEBIT,0,28,7,3,36499.21,12166.40,2950.22,679
TRANSFER,0,28,7,2,17924225.45,8962112.72,705079.50,679
CASH_OUT,0,28,7,2,17924225.45,8962112.72,705079.50,679
TRANSFER,0,28,8,5,27162512.18,5432502.44,1727941.23,680
CASH_OUT,0,28,8,5,27162512.18,5432502.44,1727941.23,680
CASH_IN,0,28,9,1332,191544783.93,143802.39,2189.83,681
PAYMENT,0,28,9,886,7176908.18,8100.35,137.05,681
DEBIT,0,28,9,205,1117289.48,5450.19,251.76,681
TRANSFER,0,28,9,210,108451129.38,516433.95,55732.06,681
CASH_OUT,0,28,9,1185,201079351.51,169687.22,10456.98,681
TRANSFER,0,28,10,13,65279403.43,5021492.57,784053.90,682
CASH_OUT,0,28,10,13,65279403.43,5021492.57,784053.90,682
TRANSFER,0,28,11,16,76620006.74,4788750.42,793685.73,683
CASH_OUT,0,28,11,16,76620006.74,4788750.42,793685.73,683
CASH_IN,0,28,12,1189,178360578.88,150008.90,2376.74,684
PAYMENT,0,28,12,703,7430231.26,10569.32,219.96,684
DEBIT,0,28,12,215,987919.45,4594.97,273.69,684
TRANSFER,0,28,12,215,452118046.63,2102874.64,79613.68,684
CASH_OUT,0,28,12,1150,183398219.18,159476.71,10668.53,684
TRANSFER,0,28,13,10,57737710.23,5773771.02,984821.11,685
CASH_OUT,0,28,13,10,57737710.23,5773771.02,984821.11,685
TRANSFER,0,28,14,13,47071417.69,3620878.28,556238.61,686
CASH_OUT,0,28,14,13,47071417.69,3620878.28,556238.61,686
CASH_IN,0,28,15,222,33752778.51,152039.54,5486.62,687
PAYMENT,0,28,15,99,671150.85,6779.30,389.32,687
DEBIT,0,28,15,38,184363.47,4851.67,494.51,687
TRANSFER,0,28,15,40,60833264.15,1520831.60,415924.40,687
CASH_OUT,0,28,15,154,66176917.84,429720.25,117400.46,687
CASH_IN,0,28,16,2038,315677697.91,154895.83,1912.05,688
PAYMENT,0,28,16,1329,11250117.54,8465.10,123.99,688
